,url,address,title,area,rooms,bathrooms,garages,price,date
435,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-70m2-venda-RS220000-id-80416150/?__vt=lnv:c,"Rua Vereador Batista Pereira, 606 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 70m²
",70,3,1,--,220000,2020-11-14 
436,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-130m2-venda-RS900000-id-2484520693/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 130m²
",130,3,4,--,900000,2020-11-14 
437,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-138m2-venda-RS659000-id-2492310949/?__vt=lnv:c,"Rua Antônio Mattos Areas, 361 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,1,--,659000,2020-11-14 
438,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS658000-id-2481221664/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,2,658000,2020-11-14 
439,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS650000-id-2499462708/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,1,650000,2020-11-14 
440,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-69m2-venda-RS550000-id-2438866889/?__vt=lnv:c,"Rua Vereador Batista Pereira, 641 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 69m²
",69,2,2,1,550000,2020-11-14 
441,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-108m2-venda-RS450000-id-2475927190/?__vt=lnv:c,"Rua da Concórdia - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 108m²
",108,3,2,1,450000,2020-11-14 
442,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-123m2-venda-RS740000-id-2501928679/?__vt=lnv:c,"Rua Professor João José Cabral, 181 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 123m²
",123,3,3,2,740000,2020-11-14 
443,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS450000-id-74405973/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 115m²
",115,4,2,2,450000,2020-11-14 
444,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-94m2-venda-RS929000-id-2499288543/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,2,2,929000,2020-11-14 
445,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-103m2-venda-RS950000-id-2499344224/?__vt=lnv:c,"Rua Antônio Gomes - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 103m²
",103,3,2,2,950000,2020-11-14 
446,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS670000-id-2493595141/?__vt=lnv:c,"Rua São José, 200 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,2,670000,2020-11-14 
447,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-113m2-venda-RS922000-id-2499290485/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,3,1,922000,2020-11-14 
448,vivareal.com/imovel/apartamento-1-quartos-balneario-bairros-florianopolis-105m2-venda-RS400000-id-2497542820/?__vt=lnv:c,"Rua José Cândido da Silva - Balneário, Florianópolis - SC","Apartamento com  Quarto à Venda, 105m²
",105,1,1,--,400000,2020-11-14 
449,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-139m2-venda-RS620000-id-2482679425/?__vt=lnv:c,"Rua Castro Alves, 982 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 139m²
",139,3,4,1,620000,2020-11-14 
450,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-116m2-venda-RS690000-id-2502390307/?__vt=lnv:c,"Rua São Pedro, 328 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 116m²
",116,3,3,1,690000,2020-11-14 
451,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-113m2-venda-RS360000-id-2488007545/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 113m²
",113,3,2,2,360000,2020-11-14 
452,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-70m2-venda-RS212000-id-2494568779/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 1491 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,1,--,212000,2020-11-14 
453,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-97m2-venda-RS470000-id-2485419978/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 97m²
",97,3,3,1,470000,2020-11-14 
454,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-100m2-venda-RS499000-id-2440977192/?__vt=lnv:c,"Rua da Concórdia - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 100m²
",100,3,2,2,499000,2020-11-14 
455,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS807670-id-2435202475/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,807670,2020-11-14 
456,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-154m2-venda-RS730000-id-86739454/?__vt=lnv:c,"Rua Raimundo Correia - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 154m²
",154,2,2,1,730000,2020-11-14 
457,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS903000-id-2499290011/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,2,903000,2020-11-14 
458,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-89m2-venda-RS590000-id-2494945945/?__vt=lnv:c,"Avenida Santa Catarina, 1433 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 89m²
",89,3,2,1,590000,2020-11-14 
459,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-135m2-venda-RS950000-id-2459692530/?__vt=lnv:c,"Rua Antônio Matos Áreas - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 135m²
",135,3,3,2,950000,2020-11-14 
460,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-117m2-venda-RS600000-id-86735843/?__vt=lnv:c,"Rua São Pedro - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 117m²
",117,3,3,1,600000,2020-11-14 
461,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-107m2-venda-RS590000-id-2445103290/?__vt=lnv:c,"Rua da Concórdia, 76 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 107m²
",107,3,3,1,590000,2020-11-14 
462,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS658000-id-1038827423/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,2,2,658000,2020-11-14 
463,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS666000-id-2501270409/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,666000,2020-11-14 
464,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS970000-id-2502323922/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 115m²
",115,3,1,2,970000,2020-11-14 
465,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-131m2-venda-RS932800-id-2483417132/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 131m²
",131,3,2,2,932800,2020-11-14 
466,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-80m2-venda-RS381600-id-2480243488/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 80m²
",80,2,2,1,381600,2020-11-14 
467,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-134m2-venda-RS950000-id-1377985473/?__vt=lnv:c,"Rua Antônio Matos Áreas - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 134m²
",134,3,2,2,950000,2020-11-14 
468,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS864052-id-85352763/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,2,864052,2020-11-14 
469,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-93m2-venda-RS872262-id-85356447/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,2,872262,2020-11-14 
470,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-93m2-venda-RS880753-id-85356509/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,2,880753,2020-11-14 
471,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS420000-id-2501270703/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,1,420000,2020-11-14 
472,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-90m2-venda-RS893141-id-85352677/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 90m²
",90,3,2,2,893141,2020-11-14 
473,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS809911-id-85354730/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 92m²
",92,2,2,2,809911,2020-11-14 
474,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-93m2-venda-RS905113-id-85356600/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,2,905113,2020-11-14 
475,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS770000-id-1042688651/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 91m²
",91,3,2,1,770000,2020-11-14 
476,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-78m2-venda-RS630000-id-2429763889/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 78m²
",78,2,2,1,630000,2020-11-14 
477,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-70m2-venda-RS330000-id-2501271103/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,1,1,330000,2020-11-14 
478,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-107m2-venda-RS590000-id-67328579/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 107m²
",107,3,2,2,590000,2020-11-14 
479,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS803397-id-2501271642/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 91m²
",91,3,2,1,803397,2020-11-14 
480,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-98m2-venda-RS650000-id-2490400720/?__vt=lnv:c,"Rua José Cândido da Silva, 98 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 98m²
",98,2,2,2,650000,2020-11-14 
481,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-89m2-venda-RS670000-id-1039740343/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 89m²
",89,2,3,1,670000,2020-11-14 
482,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-79m2-venda-RS570000-id-2486004967/?__vt=lnv:c,"Rua José Cândido da Silva - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 79m²
",79,2,2,1,570000,2020-11-14 
483,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-83m2-venda-RS500000-id-1040717464/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 83m²
",83,3,2,2,500000,2020-11-14 
484,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-89m2-venda-RS860000-id-2480036513/?__vt=lnv:c,"Rua São José, 203 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 89m²
",89,2,3,2,860000,2020-11-14 
485,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-94m2-venda-RS813000-id-1042689061/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 94m²
",94,3,2,2,813000,2020-11-14 
486,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-93m2-venda-RS690000-id-2497022856/?__vt=lnv:c,"Avenida Santa Catarina, 1660 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,2,690000,2020-11-14 
487,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-145m2-venda-RS700000-id-2494761709/?__vt=lnv:c,"Rua Antônio Gomes, 58 - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 145m²
",145,4,3,2,700000,2020-11-14 
488,vivareal.com/imovel/apartamento-1-quartos-balneario-bairros-florianopolis-com-garagem-59m2-venda-RS220000-id-2477893885/?__vt=lnv:c,"Rua Osvaldo Cruz, 137 - Balneário, Florianópolis - SC","Apartamento com  Quarto à Venda, 59m²
",59,1,1,1,220000,2020-11-14 
489,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS723000-id-1042689015/?__vt=lnv:c,"Praça Guilherme Fortkamp, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,2,1,723000,2020-11-14 
490,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-75m2-venda-RS375000-id-2488730700/?__vt=lnv:c,"Rua São José, 135 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 75m²
",75,3,2,1,375000,2020-11-14 
491,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-70m2-venda-RS550000-id-2438946476/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 70m²
",70,2,2,2,550000,2020-11-14 
492,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-75m2-venda-RS541000-id-2459147908/?__vt=lnv:c,"Avenida Santa Catarina, 1197 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,1,1,541000,2020-11-14 
493,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-62m2-venda-RS550000-id-2478470588/?__vt=lnv:c,"Rua José Cândido da Silva - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 62m²
",62,2,2,2,550000,2020-11-14 
494,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-188m2-venda-RS850000-id-2501970608/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 188m²
",188,3,2,2,850000,2020-11-14 
495,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-225m2-venda-RS999000-id-2480038205/?__vt=lnv:c,"Rua Professor João José Cabral - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 225m²
",225,4,4,4,999000,2020-11-14 
496,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-69m2-venda-RS250000-id-2489724606/?__vt=lnv:c,"Rua José Cândido da Silva, 136 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 69m²
",69,2,1,1,250000,2020-11-14 
497,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-65m2-venda-RS475000-id-2501270553/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,2,1,475000,2020-11-14 
498,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-77m2-venda-RS395000-id-2490894687/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 77m²
",77,2,2,1,395000,2020-11-14 
499,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-127m2-venda-RS1125000-id-2501503288/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 127m²
",127,3,4,2,1125000,2020-11-14 
500,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-216m2-venda-RS670000-id-2445103187/?__vt=lnv:c,"Rua Vereador Batista Pereira, 553 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 216m²
",216,3,1,2,670000,2020-11-14 
501,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-119m2-venda-RS865000-id-2490179971/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 119m²
",119,3,1,2,865000,2020-11-14 
502,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-102m2-venda-RS425000-id-2439606309/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 102m²
",102,3,3,2,425000,2020-11-14 
503,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-97m2-venda-RS470000-id-2480390090/?__vt=lnv:c,"Rua Sérgio Gil - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 97m²
",97,3,2,1,470000,2020-11-14 
504,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-124m2-venda-RS790000-id-2492600322/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 124m²
",124,4,2,2,790000,2020-11-14 
505,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-168m2-venda-RS1650000-id-2464548715/?__vt=lnv:c,"Rua dos Navegantes, 225 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 168m²
",168,3,4,3,1650000,2020-11-14 
506,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-75m2-venda-RS290000-id-2500913870/?__vt=lnv:c,"Rua Antônio Mattos Areas - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,2,1,290000,2020-11-14 
507,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-200m2-venda-RS1300000-id-2450545123/?__vt=lnv:c,"Rua Abelardo Luz - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 200m²
",200,3,5,3,1300000,2020-11-14 
508,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-145m2-venda-RS850000-id-2501795483/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 145m²
",145,3,2,2,850000,2020-11-14 
509,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-83m2-venda-RS685000-id-1041407369/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 83m²
",83,3,1,2,685000,2020-11-14 
510,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-68m2-venda-RS250000-id-2491993638/?__vt=lnv:c,"Rua José Cândido da Silva, 136 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 68m²
",68,2,1,1,250000,2020-11-14 
511,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-91m2-venda-RS695000-id-2454373301/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,2,1,695000,2020-11-14 
512,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-123m2-venda-RS629000-id-2446694081/?__vt=lnv:c,"Rua Professor João José Cabral, 127 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 123m²
",123,3,2,1,629000,2020-11-14 
513,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-138m2-venda-RS750000-id-2436598591/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 138m²
",138,2,1,--,750000,2020-11-14 
514,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-109m2-venda-RS450000-id-1042848800/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 109m²
",109,3,1,1,450000,2020-11-14 
515,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-75m2-venda-RS520000-id-1721095491/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 75m²
",75,2,1,2,520000,2020-11-14 
516,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-138m2-venda-RS495000-id-2432835723/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 138m²
",138,3,1,1,495000,2020-11-14 
517,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-91m2-venda-RS655000-id-2497718717/?__vt=lnv:c,"Rua São José - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 91m²
",91,2,3,--,655000,2020-11-14 
518,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-95m2-venda-RS852000-id-84660029/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 95m²
",95,3,1,2,852000,2020-11-14 
519,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-95m2-venda-RS739000-id-84660031/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 95m²
",95,3,1,1,739000,2020-11-14 
520,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-95m2-venda-RS884000-id-84660028/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 95m²
",95,3,1,2,884000,2020-11-14 
521,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-95m2-venda-RS789000-id-84660104/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 95m²
",95,3,1,1,789000,2020-11-14 
522,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-85m2-venda-RS235000-id-2428451094/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 2222 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 85m²
",85,2,1,--,235000,2020-11-14 
523,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-88m2-venda-RS750000-id-2467167622/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 88m²
",88,3,2,2,750000,2020-11-14 
524,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-93m2-venda-RS675000-id-2490751726/?__vt=lnv:c,"Rua Sérgio Gil, 263 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 93m²
",93,3,2,2,675000,2020-11-14 
525,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-65m2-venda-RS450000-id-2490832579/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 1507 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,2,--,450000,2020-11-14 
526,vivareal.com/imovel/apartamento-4-quartos-balneario-bairros-florianopolis-com-garagem-105m2-venda-RS400000-id-2492058007/?__vt=lnv:c,"Rua José Cândido da Silva, 1 - Balneário, Florianópolis - SC","Apartamento com 4 Quartos à Venda, 105m²
",105,4,2,1,400000,2020-11-14 
527,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-92m2-venda-RS450000-id-2491007789/?__vt=lnv:c,"Rua Coronel Pedro Demoro - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 92m²
",92,3,3,1,450000,2020-11-14 
528,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-188m2-venda-RS2680000-id-2480885292/?__vt=lnv:c,"Rua dos Navegantes, 225 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 188m²
",188,3,6,4,2680000,2020-11-14 
529,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-65m2-venda-RS449000-id-2472390478/?__vt=lnv:c,"Rua Coronel Pedro Demoro, 1507 - Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 65m²
",65,2,2,1,449000,2020-11-14 
530,vivareal.com/imovel/apartamento-2-quartos-balneario-bairros-florianopolis-com-garagem-79m2-venda-RS570000-id-2486427078/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 2 Quartos à Venda, 79m²
",79,2,2,1,570000,2020-11-14 
531,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-114m2-venda-RS832000-id-2494073326/?__vt=lnv:c,"Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 114m²
",114,3,3,2,832000,2020-11-14 
532,vivareal.com/imovel/apartamento-3-quartos-balneario-bairros-florianopolis-com-garagem-115m2-venda-RS799000-id-2468485578/?__vt=lnv:c,"Rua Sérgio Gil, 1 - Balneário, Florianópolis - SC","Apartamento com 3 Quartos à Venda, 115m²
",115,3,3,2,799000,2020-11-14 
